Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,RESPONSEID,GeoLocation
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Status,Overall Health,How is your general health?,Fair,Overall,Overall,484,9.47,8.27,10.67,4,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,36540,BO1,CAT1,GENHLTH,RESP059,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Status,Overall Health,How is your general health?,Poor,Overall,Overall,190,3.18,2.51,3.85,5,%,Crude Prevalence,,,BRFSS,CLASS08,Topic41,36540,BO1,CAT1,GENHLTH,RESP060,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"4,187",87.35,86.02,88.68,6,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,36540,BO1,CAT1,_RFHLTH,RESP061,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,674,12.65,11.32,13.98,7,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,36540,BO1,CAT1,_RFHLTH,RESP062,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,494",88.53,87.04,90.02,8,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,36540,BO1,CAT1,HLTHPLN1,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,363,11.47,9.98,12.96,9,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,36540,BO1,CAT1,HLTHPLN1,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,953",86.18,84.4,87.96,10,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,36540,BO1,CAT1,_HCVU651,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,352,13.82,12.04,15.6,11,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,36540,BO1,CAT1,_HCVU651,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one",Overall,Overall,"3,862",74.88,73.02,76.74,12,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,36540,BO1,CAT1,PERSDOC2,RESP050,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,More than one,Overall,Overall,315,6.1,5.14,7.06,13,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,36540,BO1,CAT1,PERSDOC2,RESP053,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Personal Care Provider,Do you have one person you think of as your personal doctor or health care provider?,No,Overall,Overall,683,19.02,17.3,20.74,14,%,Crude Prevalence,,,BRFSS,CLASS07,Topic43,36540,BO1,CAT1,PERSDOC2,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,Overall,Overall,464,12.04,10.57,13.51,15,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,36540,BO1,CAT1,MEDCOST,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Health Care Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,Overall,Overall,"4,399",87.96,86.49,89.43,16,%,Crude Prevalence,,,BRFSS,CLASS07,Topic28,36540,BO1,CAT1,MEDCOST,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,"3,483",67.47,65.53,69.41,17,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,36540,BO1,CAT1,CHECKUP1,RESP063,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,648,15.62,14.09,17.15,18,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,36540,BO1,CAT1,CHECKUP1,RESP064,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,366,9.22,7.97,10.47,19,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,36540,BO1,CAT1,CHECKUP1,RESP065,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,287,6.47,5.47,7.47,20,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,36540,BO1,CAT1,CHECKUP1,RESP066,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,40,1.21,0.68,1.74,21,%,Crude Prevalence,,,BRFSS,CLASS07,Topic36,36540,BO1,CAT1,CHECKUP1,RESP067,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,Overall,Overall,"3,823",80.76,79.19,82.33,22,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,36540,BO1,CAT1,_TOTINDA,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,Overall,Overall,"1,046",19.24,17.67,20.81,23,%,Crude Prevalence,,,BRFSS,CLASS15,Topic23,36540,BO1,CAT1,_TOTINDA,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,Overall,Overall,249,3.51,2.9,4.12,24,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,36540,BO1,CAT1,CVDINFR4,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,No,Overall,Overall,"4,600",96.49,95.88,97.1,25,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,36540,BO1,CAT1,CVDINFR4,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,Overall,Overall,253,3.54,2.93,4.15,26,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,36540,BO1,CAT1,CVDCRHD4,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,Overall,Overall,"4,587",96.46,95.85,97.07,27,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,36540,BO1,CAT1,CVDCRHD4,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,Overall,Overall,192,2.37,1.88,2.86,28,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,36540,BO1,CAT1,CVDSTRK3,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,No,Overall,Overall,"4,667",97.63,97.14,98.12,29,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,36540,BO1,CAT1,CVDSTRK3,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,545,12.21,10.84,13.58,30,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,36540,BO1,CAT1,_LTASTH1,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,"4,319",87.79,86.42,89.16,31,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,36540,BO1,CAT1,_LTASTH1,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,357,7.49,6.39,8.59,32,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,36540,BO1,CAT1,_CASTHM1,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,"4,496",92.51,91.41,93.61,33,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,36540,BO1,CAT1,_CASTHM1,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,Yes,Overall,Overall,343,5.28,4.55,6.01,34,%,Crude Prevalence,,,BRFSS,CLASS03,Topic53,36540,BO1,CAT1,CHCSCNCR,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,Overall,Overall,"4,525",94.72,93.99,95.45,35,%,Crude Prevalence,,,BRFSS,CLASS03,Topic53,36540,BO1,CAT1,CHCSCNCR,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,Yes,Overall,Overall,411,5.65,4.91,6.39,36,%,Crude Prevalence,,,BRFSS,CLASS03,Topic40,36540,BO1,CAT1,CHCOCNCR,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,No,Overall,Overall,"4,450",94.35,93.61,95.09,37,%,Crude Prevalence,,,BRFSS,CLASS03,Topic40,36540,BO1,CAT1,CHCOCNCR,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,COPD,Ever told you have COPD?,Yes,Overall,Overall,330,5.62,4.78,6.46,38,%,Crude Prevalence,,,BRFSS,CLASS03,Topic14,36540,BO1,CAT1,CHCCOPD1,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,COPD,Ever told you have COPD?,No,Overall,Overall,"4,525",94.38,93.54,95.22,39,%,Crude Prevalence,,,BRFSS,CLASS03,Topic14,36540,BO1,CAT1,CHCCOPD1,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,563",23.81,22.26,25.36,40,%,Crude Prevalence,,,BRFSS,CLASS03,Topic05,36540,BO1,CAT1,_DRDXAR1,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,Overall,Overall,"3,290",76.19,74.64,77.74,41,%,Crude Prevalence,,,BRFSS,CLASS03,Topic05,36540,BO1,CAT1,_DRDXAR1,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,874,18.52,16.91,20.13,42,%,Crude Prevalence,,,BRFSS,CLASS03,Topic17,36540,BO1,CAT1,ADDEPEV2,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,"3,984",81.48,79.87,83.09,43,%,Crude Prevalence,,,BRFSS,CLASS03,Topic17,36540,BO1,CAT1,ADDEPEV2,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,Overall,Overall,142,2.03,1.58,2.48,44,%,Crude Prevalence,,,BRFSS,CLASS03,Topic35,36540,BO1,CAT1,CHCKIDNY,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,No,Overall,Overall,"4,718",97.97,97.52,98.42,45,%,Crude Prevalence,,,BRFSS,CLASS03,Topic35,36540,BO1,CAT1,CHCKIDNY,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,582,9.45,8.39,10.51,46,%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,36540,BO1,CAT1,DIABETE3,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,"Yes, pregnancy-related",Overall,Overall,38,1.23,0.7,1.76,47,%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,36540,BO1,CAT1,DIABETE3,RESP051,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,Overall,Overall,"4,173",88.23,87.01,89.45,48,%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,36540,BO1,CAT1,DIABETE3,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,"No, pre-diabetes or borderline diabetes",Overall,Overall,78,1.09,0.72,1.46,49,%,Crude Prevalence,,,BRFSS,CLASS03,Topic18,36540,BO1,CAT1,DIABETE3,RESP052,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,096",36.25,34.39,38.11,50,%,Crude Prevalence,,,BRFSS,CLASS13,Topic57,36540,BO1,CAT1,_EXTETH2,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,"2,710",63.75,61.89,65.61,51,%,Crude Prevalence,,,BRFSS,CLASS13,Topic57,36540,BO1,CAT1,_EXTETH2,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,189,13,10.73,15.27,52,%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,36540,BO1,CAT1,_ALTETH2,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,280",87,84.73,89.27,53,%,Crude Prevalence,,,BRFSS,CLASS13,Topic04,36540,BO1,CAT1,_ALTETH2,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,442",68.65,66.73,70.57,54,%,Crude Prevalence,,,BRFSS,CLASS13,Topic16,36540,BO1,CAT1,_DENVST2,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,404",31.35,29.43,33.27,55,%,Crude Prevalence,,,BRFSS,CLASS13,Topic16,36540,BO1,CAT1,_DENVST2,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,Overall,Overall,737,12.25,11.03,13.47,56,%,Crude Prevalence,,,BRFSS,CLASS05,Topic61,36540,BO1,CAT1,VETERAN3,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,Overall,Overall,"4,134",87.75,86.53,88.97,57,%,Crude Prevalence,,,BRFSS,CLASS05,Topic61,36540,BO1,CAT1,VETERAN3,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,"3,929",87.26,86.04,88.48,58,%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,36540,BO1,CAT1,INTERNET,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,869,12.74,11.52,13.96,59,%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,36540,BO1,CAT1,INTERNET,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,"3,582",70.42,68.5,72.34,60,%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,36540,BO1,CAT1,RENTHOM1,RESP003,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,"1,045",25.36,23.54,27.18,61,%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,36540,BO1,CAT1,RENTHOM1,RESP004,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,145,4.23,3.29,5.17,62,%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,36540,BO1,CAT1,RENTHOM1,RESP009,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,Overall,Overall,"1,037",18.63,17.1,20.16,63,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,QLACTLM2,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,Overall,Overall,"3,719",81.37,79.84,82.9,64,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,QLACTLM2,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,483,7,6.08,7.92,65,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,USEEQUIP,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,"4,279",93,92.08,93.92,66,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,USEEQUIP,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,Overall,Overall,184,3.37,2.64,4.1,67,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,BLIND,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,Overall,Overall,"4,571",96.63,95.9,97.36,68,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,BLIND,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,Overall,Overall,373,7.73,6.57,8.89,69,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,DECIDE,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,Overall,Overall,"4,367",92.27,91.11,93.43,70,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,DECIDE,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,688,10.91,9.77,12.05,71,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,DIFFWALK,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,"4,054",89.09,87.95,90.23,72,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,DIFFWALK,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,144,2.78,2.07,3.49,73,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,DIFFDRES,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,"4,604",97.22,96.51,97.93,74,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,DIFFDRES,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,277,4.82,3.96,5.68,75,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,DIFFALON,RESP046,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,"4,464",95.18,94.32,96.04,76,%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,36540,BO1,CAT1,DIFFALON,RESP054,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Overall,Overall,66,1.77,1.12,2.42,77,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,36540,BO1,CAT1,_BMI5CAT,RESP042,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Overall,Overall,"1,431",32.35,30.39,34.31,78,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,36540,BO1,CAT1,_BMI5CAT,RESP041,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Overall,Overall,"1,688",36.15,34.19,38.11,79,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,36540,BO1,CAT1,_BMI5CAT,RESP040,"(41.2904514, -95.9999621)"
2014,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"1,393",29.73,27.83,31.63,80,%,Crude Prevalence,,,BRFSS,CLASS14,Topic09,36540,BO1,CAT1,_BMI5CAT,RESP039,"(41.2904514, -95.9999621)"
